"","loc_latitude","loc_longitude","pronoun","sexual_orientation","race","age","education","employment_status","location","attention_check","assignment","source","friendly","positive","sincere","comfortable","work_with","situation","peers","others_above","others_below","externally","hardworking","knowledgeable","motivated","leadership","project","warmth","professionalism","competence","perception"
"214",40.07519531,-80.77469635,"He/his","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Treatment","AWS",5,4,7,7,7,6,6,6,7,6,6,7,5,5,7,6,6.2,6,6.06666666666667
"215",13.08430481,80.28048706,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,7,7,7,6,7,7,6,6,6,7,6,7,6,6,6.6,6.4,6.4,6.46666666666667
"216",47.60920715,-122.3314056,"She/hers","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Control","AWS",7,5,6,4,7,6,5,6,5,6,7,6,5,6,5,5.8,5.6,5.8,5.73333333333333
"217",13.08430481,80.28048706,"She/hers","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Treatment","AWS",6,6,4,5,5,6,4,5,4,6,5,6,5,5,5,5.2,5,5.2,5.13333333333333
"218",40.87950134,-79.93000031,"She/hers","Heterosexual","White","Over 60","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",7,7,7,6,6,6,6,2,6,6,6,6,6,5,6,6.6,5.2,5.8,5.86666666666667
"219",8.193893433,77.43139648,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",7,7,5,6,6,7,6,6,7,6,7,6,5,7,6,6.2,6.4,6.2,6.26666666666667
"220",40.09820557,-83.15799713,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Unemployed","Northeastern United States","Strongly Disagree","Control","AWS",6,6,7,6,5,6,6,3,6,4,6,6,6,6,5,6,5,5.8,5.6
"221",13.08430481,80.28048706,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",5,6,5,6,5,5,6,6,4,5,5,6,4,5,5,5.4,5.2,5,5.2
"222",-5.106292725,-42.80189514,"He/his","Heterosexual","Hispanic/Latino,White","31 - 40","Some graduate college","Unemployed","Not located in United States","Strongly Disagree","Control","AWS",6,5,7,6,6,6,7,2,6,3,3,7,6,6,6,6,4.8,5.6,5.46666666666667
"223",13.08430481,80.28048706,"Decline to state","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,7,6,6,7,6,6,6,6,7,6,7,7,7,7,6.4,6.2,6.8,6.46666666666667
"224",36.83210754,-119.8249969,"He/his","Heterosexual","African-American/Black","22 - 30","Bachelor's Degree","Employed - Full Time","Western United States","Strongly Disagree","Treatment","AWS",7,5,5,5,5,5,7,2,7,2,6,6,6,4,5,5.4,4.6,5.4,5.13333333333333
"225",34.83079529,-82.35070038,"He/his","Heterosexual","Hispanic/Latino","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",4,4,5,7,5,6,4,5,4,6,6,3,4,4,4,5,5,4.2,4.73333333333333
"226",51.5164032,-0.093002319,"She/hers","Asexual","White","31 - 40","Bachelor's Degree","Unemployed","Not located in United States","Strongly Disagree","Control","AWS",5,4,4,5,4,6,7,2,5,6,6,3,5,6,3,4.4,5.2,4.6,4.73333333333333
"227",35.06440735,-89.67590332,"He/his","Heterosexual","Hispanic/Latino","22 - 30","Bachelor's Degree","Employed - Part Time","Western United States","Strongly Disagree","Treatment","AWS",7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,4.6,7,6.2
"228",41.59100342,-88.04840088,"He/his","Heterosexual","White","41 - 50","High School/GED","Unemployed","Midwestern United States","Strongly Disagree","Treatment","AWS",7,7,7,7,5,7,7,7,7,7,6,7,7,5,7,6.6,7,6.4,6.66666666666667
"229",40.83639526,-74.14029694,"She/hers","Heterosexual","Hispanic/Latino","31 - 40","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5.8,6,5.93333333333333
"230",9.449996948,77.92001343,"He/his","Heterosexual","Hispanic/Latino","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",5,6,5,5,6,5,6,6,5,6,5,6,6,6,6,5.4,5.6,5.8,5.6
"231",40.80670166,-73.17089844,"He/his","Heterosexual","White","41 - 50","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",5,6,5,5,5,6,6,6,5,6,6,5,6,6,5,5.2,5.8,5.6,5.53333333333333
"232",34.08599854,-98.57080078,"He/his","Heterosexual","White","31 - 40","Some undergraduate college or post-secondary school","Employed - Full Time","Western United States","Strongly Disagree","Control","AWS",6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5.8,6,5.93333333333333
"233",39.85499573,-75.69999695,"She/hers","Heterosexual","Asian/Asian American","22 - 30","Master's Degree","Employed - Part Time","Northeastern United States","Strongly Disagree","Control","AWS",3,4,4,3,3,4,4,3,5,7,4,6,4,4,3,3.4,4.6,4.2,4.06666666666667
"234",10.99099731,76.96670532,"He/his","Bisexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Treatment","AWS",6,5,6,6,6,6,6,5,7,5,5,5,5,5,7,5.8,5.8,5.4,5.66666666666667
"235",45.5032959,-122.7743988,"He/his","Heterosexual","White","22 - 30","High School/GED","Unemployed","Western United States","Strongly Disagree","Control","AWS",6,6,7,6,5,7,6,5,7,4,6,7,6,5,5,6,5.8,5.8,5.86666666666667
"236",40.84770203,-81.2594986,"He/his","Heterosexual","White","Under 21","Some undergraduate college or post-secondary school","Student","Midwestern United States","Strongly Disagree","Treatment","AWS",5,6,4,3,4,3,3,2,3,2,5,3,6,2,3,4.4,2.6,3.8,3.6
"237",43.0552063,-75.87680054,"She/hers","Heterosexual","White","51 - 60","Some undergraduate college or post-secondary school","Employed - Part Time","Northeastern United States","Strongly Disagree","Control","AWS",5,5,6,6,5,5,6,5,6,5,6,5,6,5,5,5.4,5.4,5.4,5.4
"238",44.15519714,-93.99610138,"She/hers","Heterosexual","White","51 - 60","Master's Degree","Employed - Part Time","Midwestern United States","Strongly Disagree","Control","AWS",6,5,6,6,5,6,6,6,6,4,6,6,6,5,5,5.6,5.6,5.6,5.6
"239",30.07780457,31.28520203,"She/hers","Heterosexual","White","31 - 40","Master's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",6,6,6,6,3,3,2,1,3,1,6,7,6,5,4,5.4,2,5.6,4.33333333333333
"240",10.99099731,76.96670532,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","","Strongly Disagree","Treatment","AWS",4,6,5,5,7,5,5,4,4,5,4,6,5,6,6,5.4,4.6,5.4,5.13333333333333
"241",13.08430481,80.28048706,"She/hers","Asexual","Asian/Asian American,Middle Eastern/Southwest Asian","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",6,7,7,6,7,6,7,7,6,7,6,6,6,6,7,6.6,6.6,6.2,6.46666666666667
"242",32.94749451,-96.44069672,"She/hers","Heterosexual","Asian/Asian American","31 - 40","Bachelor's Degree","Employed - Full Time","Western United States","Strongly Disagree","Control","AWS",7,7,7,7,7,5,1,1,7,5,7,7,7,7,7,7,3.8,7,5.93333333333333
"243",39.44419861,-77.33930206,"He/his","Heterosexual","White","41 - 50","Master's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,7,6,6,6,7,6,4,5,3,6,7,6,6,6,6.2,5,6.2,5.8
"244",37.76179504,-121.9132996,"He/his","Heterosexual","White","41 - 50","Master's Degree","Student","Western United States","Strongly Disagree","Treatment","MIDS",6,7,5,5,5,3,6,3,4,3,6,6,6,5,6,5.6,3.8,5.8,5.06666666666667
"245",8.193893433,77.43139648,"She/hers","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,5,5,4,6,5,5,6,6,5,6,6,5,6,5,5.2,5.4,5.6,5.4
"246",10.99099731,76.96670532,"He/his","Bisexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Control","AWS",2,5,6,4,5,6,6,4,6,6,5,3,7,4,4,4.4,5.6,4.6,4.86666666666667
"247",41.84829712,-87.65170288,"He/his","Heterosexual","African-American/Black","31 - 40","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",7,7,7,6,6,6,5,5,4,6,7,6,6,7,7,6.6,5.2,6.6,6.13333333333333
"248",13.08430481,80.28048706,"Decline to state","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",5,4,4,5,5,4,4,4,5,4,4,6,4,5,5,4.6,4.2,4.8,4.53333333333333
"249",37.75100708,-97.8219986,"She/hers","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",4,4,4,5,5,5,5,5,4,4,5,5,5,5,4,4.4,4.6,4.8,4.6
"250",27.94700623,-82.79429626,"She/hers","Heterosexual","African-American/Black,White","41 - 50","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",5,5,4,5,5,3,4,2,4,2,5,5,5,4,5,4.8,3,4.8,4.2
"251",33.70010376,-111.8877029,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Treatment","AWS",5,5,5,2,3,2,2,2,2,2,4,4,4,4,2,4,2,3.6,3.2
"252",10.99099731,76.96670532,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",5,5,6,6,6,5,5,4,5,6,4,4,4,5,4,5.6,5,4.2,4.93333333333333
"253",41.92149353,-87.64459991,"She/hers","Bisexual","White","31 - 40","Master's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Treatment","AWS",5,5,6,5,6,6,5,4,6,7,4,6,5,5,4,5.4,5.6,4.8,5.26666666666667
"254",13.08430481,80.28048706,"He/his","Heterosexual","Native American/Alaskan Native","22 - 30","Bachelor's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Treatment","AWS",3,1,3,4,3,2,4,4,2,3,3,3,3,4,3,2.8,3,3.2,3
"255",43.60549927,-84.77960205,"He/his","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Treatment","AWS",7,7,6,7,6,6,5,4,5,1,6,7,6,6,6,6.6,4.2,6.2,5.66666666666667
"256",-1.284103394,36.81550598,"Decline to state","Decline to state","Decline to state","41 - 50","Master's Degree","Decline to state","Not located in United States","Strongly Disagree","Treatment","AWS",5,5,4,4,4,4,5,1,1,1,4,5,4,4,4,4.4,2.4,4.2,3.66666666666667
"257",26.1374054,-80.16840363,"She/hers","Heterosexual","African-American/Black","31 - 40","Some graduate college","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",5,6,4,6,6,3,2,3,3,2,5,6,5,5,6,5.4,2.6,5.4,4.46666666666667
"258",42.89390564,-85.76190186,"She/hers","Heterosexual","White","Over 60","Master's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Treatment","AWS",6,7,4,4,3,3,2,1,2,1,5,5,6,4,3,4.8,1.8,4.6,3.73333333333333
"259",42.74699402,-73.75270081,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",5,5,5,5,6,5,3,3,5,2,5,5,5,5,5,5.2,3.6,5,4.6
"260",34.05439758,-118.2440033,"He/his","Bisexual","Hispanic/Latino","22 - 30","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Control","AWS",7,7,6,6,7,6,6,7,7,5,7,6,6,7,7,6.6,6.2,6.6,6.46666666666667
"261",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",5,5,6,5,5,6,5,5,4,5,6,4,5,5,5,5.2,5,5,5.06666666666667
"262",40.74279785,-73.97119904,"She/hers","Bisexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,6,5.8,5.4,5.73333333333333
"263",40.39419556,-111.8482971,"He/his","Heterosexual","Decline to state","41 - 50","Master's Degree","Employed - Full Time","Western United States","Strongly Disagree","Control","MIDS",6,6,6,6,4,6,7,7,7,2,4,6,4,6,4,5.6,5.8,4.8,5.4
"264",35.24259949,-80.74099731,"She/hers","Heterosexual","White","41 - 50","Some undergraduate college or post-secondary school","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",6,6,5,2,2,1,1,1,1,1,3,3,1,1,1,4.2,1,1.8,2.33333333333333
"265",10.99099731,76.96670532,"He/his","Bisexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Treatment","AWS",3,4,5,7,5,5,2,4,3,5,5,5,7,4,5,4.8,3.8,5.2,4.6
"266",-37.834198,144.961792,"He/his","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",5,5,5,6,4,5,7,3,7,2,7,6,6,4,4,5,4.8,5.4,5.06666666666667
"267",41.55569458,-72.66320038,"He/his","Bisexual","White","22 - 30","Some undergraduate college or post-secondary school","Unemployed","Northeastern United States","Strongly Disagree","Treatment","AWS",7,6,6,6,6,6,6,4,6,4,5,5,5,6,5,6.2,5.2,5.2,5.53333333333333
"268",38.87539673,-77.38529968,"He/his","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","MIDS",5,4,5,5,4,5,5,5,5,3,4,5,5,4,4,4.6,4.6,4.4,4.53333333333333
"269",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",6,7,6,6,7,7,7,7,6,6,6,6,7,6,7,6.4,6.6,6.4,6.46666666666667
"270",13.08430481,80.28048706,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time,Retired","Not located in United States","Strongly Disagree","Treatment","AWS",6,7,6,7,5,6,6,6,5,6,7,6,6,6,7,6.2,5.8,6.4,6.13333333333333
"271",60.17419434,24.6842041,"He/his","Heterosexual","White","41 - 50","Some undergraduate college or post-secondary school","Unemployed","Not located in United States","Strongly Disagree","Control","AWS",6,4,4,4,4,6,7,6,7,4,4,6,5,6,4,4.4,6,5,5.13333333333333
"272",37.5625,-122.0003967,"He/his","Decline to state","African-American/Black","22 - 30","Some undergraduate college or post-secondary school","Employed - Part Time","Northeastern United States","Strongly Disagree","Control","AWS",6,7,7,6,7,6,6,6,6,6,5,6,6,7,5,6.6,6,5.8,6.13333333333333
"273",50.63209534,3.061904907,"He/his","Heterosexual","North African","22 - 30","Master's Degree","Student","Not located in United States","Strongly Disagree","Control","AWS",5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.8,4.93333333333333
"274",10.99099731,76.96670532,"He/his","Bisexual","Middle Eastern/Southwest Asian","31 - 40","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,6,6,5,5,6,5,6,5,5,7,5,6,6,6,5.6,5.4,6,5.66666666666667
"275",41.45350647,-74.47740173,"She/hers","Heterosexual","White","41 - 50","Some undergraduate college or post-secondary school","Employed - Part Time","Northeastern United States","Strongly Disagree","Treatment","AWS",6,6,6,6,5,2,5,2,5,2,5,6,6,4,4,5.8,3.2,5,4.66666666666667
"276",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",5,5,4,5,6,5,4,5,5,4,5,7,4,4,5,5,4.6,5,4.86666666666667
"277",13.08430481,80.28048706,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",6,7,7,6,7,6,6,6,5,5,6,5,6,6,5,6.6,5.6,5.6,5.93333333333333
"278",13.08430481,80.28048706,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",6,7,7,7,5,5,5,2,5,6,6,7,5,5,4,6.4,4.6,5.4,5.46666666666667
"279",39.67570496,-86.06939697,"He/his","Heterosexual","White","41 - 50","Some undergraduate college or post-secondary school","Employed - Full Time","Midwestern United States","Strongly Disagree","Treatment","AWS",4,4,4,3,3,2,3,1,3,2,4,4,4,2,2,3.6,2.2,3.2,3
"280",9.966705322,76.23330688,"She/hers","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Part Time","Not located in United States","Strongly Disagree","Treatment","AWS",6,7,7,7,6,6,6,6,7,7,6,6,6,7,7,6.6,6.4,6.4,6.46666666666667
"281",38.40960693,-81.67469788,"He/his","Heterosexual","White","41 - 50","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",5,6,4,3,3,4,4,2,5,2,5,5,4,4,3,4.2,3.4,4.2,3.93333333333333
"282",53.33380127,-6.248794556,"They/theirs","Heterosexual","White","31 - 40","Some undergraduate college or post-secondary school","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","AWS",7,6,7,7,7,7,4,5,3,6,7,6,7,5,7,6.8,5,6.4,6.06666666666667
"283",41.32530212,19.81840515,"He/his","Heterosexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6.8,7,6.8,6.86666666666667
"284",30.11720276,-81.41190338,"She/hers","Heterosexual","White","51 - 60","Some undergraduate college or post-secondary school","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,6.6,7,6.86666666666667
"285",47.60920715,-122.3314056,"He/his","Heterosexual","White","22 - 30","Ph. D.","Employed - Full Time","Southwestern United States","Strongly Disagree","Control","AWS",5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5.2,5,5,5.06666666666667
"286",32.53089905,-97.31340027,"He/his","Gay/Lesbian","White","51 - 60","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Treatment","AWS",6,6,6,6,6,6,4,4,4,2,6,6,6,6,6,6,4,6,5.33333333333333
"287",30.12229919,-81.36270142,"He/his","Heterosexual","White","Over 60","Master's Degree","Employed - Part Time","Southeastern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,6,6,6,6,6,5,7,6,7,6,6,6,6.2,6.06666666666667
"288",51.04550171,-114.1987991,"She/hers","Heterosexual","White","51 - 60","Master's Degree","Student","Not located in United States","Strongly Disagree","Control","MIDS",5,6,6,5,4,6,5,3,6,2,4,6,6,4,4,5.2,4.4,4.8,4.8
"289",10.99099731,76.96670532,"He/his","Bisexual","White","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",3,5,4,4,5,7,6,6,5,3,6,4,5,6,4,4.2,5.4,5,4.86666666666667
"290",39.73899841,-84.08560181,"She/hers","Heterosexual","White","41 - 50","Bachelor's Degree","Employed - Part Time","Midwestern United States","Strongly Disagree","Control","AWS",6,6,7,6,6,6,6,3,3,2,6,7,7,6,6,6.2,4,6.4,5.53333333333333
"291",9.966705322,76.23330688,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,7,7,6,7,7,6,6,7,6,7,6,7,6,7,6.6,6.4,6.6,6.53333333333333
"292",35.68190002,-82.01799774,"He/his","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",6,5,5,6,6,5,7,6,5,1,6,6,7,6,5,5.6,4.8,6,5.46666666666667
"293",41.02870178,-74.64289856,"He/his","Heterosexual","White","51 - 60","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",7,6,4,5,2,3,4,1,3,1,5,7,5,4,2,4.8,2.4,4.6,3.93333333333333
"294",39.82940674,-104.9095001,"He/his","Heterosexual","White","51 - 60","High School/GED","Employed - Full Time","Western United States","Strongly Disagree","Control","AWS",4,4,4,3,3,3,3,3,3,2,4,4,4,4,4,3.6,2.8,4,3.46666666666667
"295",8.193893433,77.43139648,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Control","AWS",6,6,7,5,5,6,5,5,6,6,5,6,5,5,6,5.8,5.6,5.4,5.6
"296",38.90870667,-90.15679932,"She/hers","Heterosexual","African-American/Black","22 - 30","Some undergraduate college or post-secondary school","Employed - Full Time","Midwestern United States","Strongly Disagree","Control","AWS",6,7,7,7,6,5,6,7,6,6,6,7,7,6,6,6.6,6,6.4,6.33333333333333
"297",21.35710144,-157.9257965,"He/his","Bisexual","Asian/Asian American","Under 21","Some undergraduate college or post-secondary school","Student","Western United States","Strongly Disagree","Treatment","AWS",7,7,7,7,7,6,7,2,6,2,6,7,7,7,7,7,4.6,6.8,6.13333333333333
"298",26.85090637,80.91598511,"He/his","Heterosexual","Asian/Asian American","31 - 40","Bachelor's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",6,7,7,6,6,7,6,6,5,3,6,6,6,6,5,6.4,5.4,5.8,5.86666666666667
"299",13.08430481,80.28048706,"She/hers","Heterosexual","Asian/Asian American","22 - 30","Master's Degree","Employed - Part Time","Not located in United States","Strongly Disagree","Control","AWS",5,6,6,6,5,5,5,6,5,5,5,6,5,6,5,5.6,5.2,5.4,5.4
"300",41.63819885,-79.6855011,"She/hers","Heterosexual","White","31 - 40","High School/GED","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5.8,6,5.93333333333333
"301",47.60920715,-122.3314056,"He/his","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Western United States","Strongly Disagree","Treatment","MIDS",6,7,5,5,4,6,5,2,5,3,5,5,5,4,4,5.4,4.2,4.6,4.73333333333333
"302",37.79580688,-122.4203033,"He/his","Heterosexual","Asian/Asian American","22 - 30","Master's Degree","Employed - Full Time","Western United States","Strongly Disagree","Control","MIDS",7,7,7,7,7,7,7,5,7,2,7,7,7,7,7,7,5.6,7,6.53333333333333
"303",44.92640686,-93.28179932,"He/his","Heterosexual","Asian/Asian American,White","31 - 40","Bachelor's Degree","Employed - Full Time","Midwestern United States","Strongly Disagree","Treatment","AWS",6,6,4,4,4,5,5,3,3,1,4,6,5,4,5,4.8,3.4,4.8,4.33333333333333
"304",40.94509888,-74.25309753,"She/hers","Heterosexual","White","41 - 50","High School/GED","Unemployed","Northeastern United States","Strongly Disagree","Treatment","AWS",6,6,5,6,5,6,5,2,6,1,5,5,5,5,5,5.6,4,5,4.86666666666667
"305",13.08430481,80.28048706,"She/hers","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southwestern United States","Strongly Disagree","Treatment","AWS",6,6,6,6,5,6,5,6,5,5,6,6,6,6,5,5.8,5.4,5.8,5.66666666666667
"306",42.92970276,-78.74340057,"He/his","Heterosexual","White","22 - 30","Some undergraduate college or post-secondary school","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",6,5,6,6,4,7,7,5,7,7,6,6,6,6,5,5.4,6.6,5.8,5.93333333333333
"307",8.193893433,77.43139648,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Southeastern United States","Strongly Disagree","Treatment","AWS",6,6,7,6,7,5,5,6,6,7,7,7,6,7,6,6.4,5.8,6.6,6.26666666666667
"308",9.966705322,76.23330688,"He/his","Heterosexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Part Time","Not located in United States","Strongly Disagree","Control","AWS",6,7,6,6,7,7,7,7,6,6,6,6,7,6,6,6.4,6.6,6.2,6.4
"309",10.6499939,-61.51670074,"She/hers","Heterosexual","African-American/Black","31 - 40","Master's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Control","AWS",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"310",45.64349365,-122.6246948,"He/his","Gay/Lesbian","White","31 - 40","Some undergraduate college or post-secondary school","Unemployed","Western United States","Strongly Disagree","Control","AWS",5,5,6,5,4,6,6,6,6,6,6,6,6,5,4,5,6,5.4,5.46666666666667
"311",13.08430481,80.28048706,"He/his","Heterosexual","White","22 - 30","Master's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",7,5,6,4,5,6,3,4,4,5,3,4,4,5,4,5.4,4.4,4,4.6
"312",32.09840393,-110.7272034,"She/hers","Heterosexual","Asian/Asian American","41 - 50","Some undergraduate college or post-secondary school","Unemployed","Southwestern United States","Strongly Disagree","Treatment","AWS",6,6,5,2,2,1,1,1,1,1,6,6,6,1,2,4.2,1,4.2,3.13333333333333
"313",43.8065033,-73.08820343,"She/hers","Bisexual","African-American/Black,White","22 - 30","Master's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",6,6,6,6,6,6,6,5,6,2,6,6,6,6,6,6,5,6,5.66666666666667
"314",13.08430481,80.28048706,"He/his","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Part Time","Not located in United States","Strongly Disagree","Control","AWS",6,6,6,7,6,7,7,6,7,6,7,7,7,7,6,6.2,6.6,6.8,6.53333333333333
"315",40.10049438,-76.08010101,"She/hers","Pansexual","White","31 - 40","Some undergraduate college or post-secondary school","Decline to state","Northeastern United States","Strongly Disagree","Control","AWS",6,6,5,6,6,6,6,3,4,3,6,6,5,4,5,5.8,4.4,5.2,5.13333333333333
"316",36.79910278,-119.8016052,"Decline to state","Heterosexual","African-American/Black,White","41 - 50","Some undergraduate college or post-secondary school","Employed - Full Time","Western United States","Strongly Disagree","Treatment","AWS",6,6,3,3,3,5,5,4,5,1,4,5,5,7,4,4.2,4,5,4.4
"317",41.47869873,-75.19779968,"He/his","Heterosexual","White","31 - 40","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Treatment","AWS",7,6,5,5,5,4,4,4,4,1,4,6,5,4,4,5.6,3.4,4.6,4.53333333333333
"318",22.29089355,114.1499939,"She/hers","Heterosexual","White","31 - 40","Master's Degree","Employed - Full Time","Not located in United States","Strongly Disagree","Treatment","MIDS",7,5,5,4,3,3,3,3,3,1,5,5,6,3,4,4.8,2.6,4.6,4
"319",13.08430481,80.28048706,"Decline to state","Bisexual","Asian/Asian American","22 - 30","Bachelor's Degree","Employed - Full Time","Northeastern United States","Strongly Disagree","Control","AWS",7,7,7,6,7,6,6,7,7,6,7,6,7,6,6,6.8,6.4,6.4,6.53333333333333
