StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_DO,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_DO,Random ID,FL_16_DO
2019-07-17 05:04:21,2019-07-17 05:09:09,IP Address,72.23.54.166,100,287,True,2019-07-17 05:09:09,R_30eOupirmI6DOT1,,,,,41.6381988525390625,-79.6855010986328125,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,31 - 40,High School/GED,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,"This email is appropriate for the situation.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would like to work with Jordan.|Jordan is friendly.|Jordan has leadership qualities.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send externally (for example, to a client).|Jordan is hardworking.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|Jordan has a positive attitude.|Jordan is sincere.",89240,TreatmentEmail
2019-07-17 05:05:58,2019-07-17 05:09:14,IP Address,122.164.239.207,100,196,True,2019-07-17 05:09:14,R_24Gl1QBjd93c4tc,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,He/his,Pansexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,Somewhat agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,"This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is sincere.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is friendly.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has a positive attitude.|I would like to work with Jordan.|This email is appropriate for the situation.|Jordan is highly motivated and committed to their work.|Jordan is hardworking.|Jordan is knowledgeable about their work.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would like to work on a project led by Jordan.|Jordan has leadership qualities.",,,,,,,,,,,,,,,,,,74150,ControlEmail
2019-07-17 05:05:00,2019-07-17 05:09:17,IP Address,69.47.35.104,100,256,True,2019-07-17 05:09:17,R_1K1QamRlPntJpca,,,,,41.690399169921875,-87.61569976806640625,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,African-American/Black,31 - 40,Bachelor's Degree,Employed - Full Time,Midwestern United States,Disagree,Somewhat agree,Strongly Disagree,Disagree,Somewhat disagree,Agree,Agree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Strongly Disagree,"I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.|This email is acceptable to send externally (for example, to a client).|Jordan is knowledgeable about their work.|I would like to work with Jordan.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is sincere.|Jordan is friendly.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan has leadership qualities.|Jordan is hardworking.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is appropriate for the situation.",,,,,,,,,,,,,,,,,,80393,ControlEmail
2019-07-17 05:04:01,2019-07-17 05:09:21,IP Address,117.206.129.169,100,319,True,2019-07-17 05:09:22,R_1opckDFAVp4yjU2,,,,,9.4499969482421875,77.920013427734375,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,Hispanic/Latino,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly Disagree,"This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would like to work on a project led by Jordan.|Jordan has leadership qualities.|I would like to work with Jordan.|Jordan is sincere.|Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan has a positive attitude.|This email is appropriate for the situation.|Jordan is friendly.|This email is acceptable to send to Jordan's peers at the same organizational level.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is knowledgeable about their work.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is highly motivated and committed to their work.|This email is acceptable to send externally (for example, to a client).",74557,TreatmentEmail
2019-07-17 05:06:36,2019-07-17 05:09:22,IP Address,68.192.14.157,100,165,True,2019-07-17 05:09:22,R_1MSsl9SMqPGNTJs,,,,,41.0767974853515625,-73.48529815673828125,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,22 - 30,Some undergraduate college or post-secondary school,Employed - Full Time,Northeastern United States,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly Disagree,"This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan has leadership qualities.|This email is acceptable to send externally (for example, to a client).|I would like to work with Jordan.|This email is appropriate for the situation.|Jordan is sincere.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is friendly.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is hardworking.|Jordan is knowledgeable about their work.|Jordan has a positive attitude.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|This email is acceptable to send to Jordan's peers at the same organizational level.",,,,,,,,,,,,,,,,,,83726,ControlEmail
2019-07-17 05:08:28,2019-07-17 05:09:25,IP Address,24.238.85.173,100,57,True,2019-07-17 05:09:26,R_1C88GcaBqxyuhDT,,,,,40.985992431640625,-75.24359893798828125,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,Asian/Asian American,22 - 30,High School/GED,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,"This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is knowledgeable about their work.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is sincere.|Jordan is highly motivated and committed to their work.|Jordan is friendly.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has a positive attitude.|This email is appropriate for the situation.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has leadership qualities.|I would like to work with Jordan.|Jordan is hardworking.",64258,TreatmentEmail
2019-07-17 05:06:49,2019-07-17 05:09:41,IP Address,216.144.160.85,100,172,True,2019-07-17 05:09:41,R_3ENlnKUYuOUl1NQ,,,,,41.47869873046875,-75.1977996826171875,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,31 - 40,Bachelor's Degree,Employed - Full Time,Northeastern United States,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,"This email is appropriate for the situation.|This email is acceptable to send externally (for example, to a client).|Jordan is sincere.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is knowledgeable about their work.|I would like to work on a project led by Jordan.|I would like to work with Jordan.|Jordan is highly motivated and committed to their work.|Jordan has a positive attitude.|Jordan is hardworking.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has leadership qualities.|Jordan is friendly.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would feel comfortable approaching Jordan with problems or challenges.",14774,TreatmentEmail
2019-07-17 05:06:36,2019-07-17 05:09:44,IP Address,187.64.205.191,100,187,True,2019-07-17 05:09:45,R_2U6r4s9dR5FKi2i,,,,,-5.106292724609375,-42.8018951416015625,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,"Hispanic/Latino,White",31 - 40,Some graduate college,Unemployed,Not located in United States,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Somewhat disagree,Somewhat disagree,Strongly agree,Agree,Agree,Agree,Strongly Disagree,"I would like to work on a project led by Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan has leadership qualities.|Jordan is friendly.|Jordan is hardworking.|I would feel comfortable approaching Jordan with problems or challenges.|This email is appropriate for the situation.|This email is acceptable to send externally (for example, to a client).|Jordan has a positive attitude.|I would like to work with Jordan.|Jordan is sincere.|Jordan is knowledgeable about their work.|This email is acceptable to send to Jordan's peers at the same organizational level.",,,,,,,,,,,,,,,,,,66736,ControlEmail
2019-07-17 05:08:15,2019-07-17 05:09:45,IP Address,122.164.239.250,100,89,True,2019-07-17 05:09:46,R_p0Msvx1psqURFzH,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Part Time,Not located in United States,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly Disagree,"I would like to work with Jordan.|This email is acceptable to send externally (for example, to a client).|Jordan has a positive attitude.|Jordan is friendly.|This email is appropriate for the situation.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan has leadership qualities.|Jordan is sincere.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work on a project led by Jordan.|Jordan is knowledgeable about their work.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is highly motivated and committed to their work.|Jordan is hardworking.",,,,,,,,,,,,,,,,,,76322,ControlEmail
2019-07-17 05:06:41,2019-07-17 05:09:52,IP Address,171.61.224.238,100,190,True,2019-07-17 05:09:53,R_2S6uc4BskcvYVD6,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,He/his,Asexual,Asian/Asian American,31 - 40,Bachelor's Degree,Employed - Full Time,Southeastern United States,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,"Jordan has a positive attitude.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would feel comfortable approaching Jordan with problems or challenges.|I would like to work on a project led by Jordan.|Jordan is sincere.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work with Jordan.|Jordan has leadership qualities.|Jordan is hardworking.|Jordan is highly motivated and committed to their work.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is friendly.|Jordan is knowledgeable about their work.|This email is acceptable to send externally (for example, to a client).|This email is appropriate for the situation.",,,,,,,,,,,,,,,,,,55386,ControlEmail
2019-07-17 05:08:30,2019-07-17 05:09:56,IP Address,122.164.228.233,100,85,True,2019-07-17 05:09:56,R_0xMOVW357elvSb7,,,,,9.966705322265625,76.233306884765625,anonymous,EN,I agree and want to continue the survey,He/his,Questioning,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,"This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|Jordan is knowledgeable about their work.|Jordan is sincere.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|I would like to work on a project led by Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan has a positive attitude.|This email is acceptable to send externally (for example, to a client).|Jordan is hardworking.|I would like to work with Jordan.|Jordan has leadership qualities.|This email is appropriate for the situation.|I would feel comfortable approaching Jordan with problems or challenges.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is friendly.",18895,TreatmentEmail
2019-07-17 05:06:26,2019-07-17 05:09:57,IP Address,157.50.231.165,100,210,True,2019-07-17 05:09:57,R_3kNaGW7E0m6uJFT,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southeastern United States,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,"I would like to work with Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is highly motivated and committed to their work.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|This email is acceptable to send externally (for example, to a client).|This email is appropriate for the situation.|Jordan has leadership qualities.|Jordan has a positive attitude.|I would like to work on a project led by Jordan.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is friendly.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is sincere.|Jordan is hardworking.",,,,,,,,,,,,,,,,,,21123,ControlEmail
2019-07-17 05:08:49,2019-07-17 05:09:57,IP Address,122.164.239.232,100,68,True,2019-07-17 05:09:58,R_1Nqvfex7Xrd9YbI,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,He/his,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Southwestern United States,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly Disagree,"I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is knowledgeable about their work.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is sincere.|I would like to work with Jordan.|Jordan is highly motivated and committed to their work.|Jordan is hardworking.|Jordan has a positive attitude.|I would like to work on a project led by Jordan.|Jordan is friendly.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|This email is appropriate for the situation.|Jordan has leadership qualities.",61297,TreatmentEmail
2019-07-17 05:09:00,2019-07-17 05:10:01,IP Address,122.164.228.145,100,61,True,2019-07-17 05:10:01,R_3kAfGYL0H4N3bvn,,,,,9.966705322265625,76.233306884765625,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Full Time,Not located in United States,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,"This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is hardworking.|Jordan is knowledgeable about their work.|I would like to work on a project led by Jordan.|I would like to work with Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is appropriate for the situation.|Jordan is friendly.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan has leadership qualities.|Jordan is highly motivated and committed to their work.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is sincere.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.",27385,TreatmentEmail
2019-07-17 05:06:08,2019-07-17 05:10:01,IP Address,122.164.230.88,100,233,True,2019-07-17 05:10:02,R_Q56Ij6ekN9WtMUV,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I agree and want to continue the survey,She/hers,Bisexual,Asian/Asian American,22 - 30,Bachelor's Degree,Employed - Part Time,Not located in United States,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly Disagree,"Jordan is sincere.|Jordan has leadership qualities.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is highly motivated and committed to their work.|Jordan is hardworking.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would like to work with Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This email is appropriate for the situation.|I would like to work on a project led by Jordan.|Jordan is knowledgeable about their work.|Jordan is friendly.|This email is acceptable to send externally (for example, to a client).",,,,,,,,,,,,,,,,,,43774,ControlEmail
2019-07-17 05:06:15,2019-07-17 05:10:05,IP Address,106.198.61.52,100,229,True,2019-07-17 05:10:05,R_2tDO9nTE47pSAUn,,,,,10.990997314453125,76.966705322265625,anonymous,EN,I agree and want to continue the survey,He/his,Bisexual,Middle Eastern/Southwest Asian,31 - 40,Bachelor's Degree,Employed - Full Time,Southeastern United States,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly Disagree,"This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan is sincere.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|Jordan is hardworking.|I would like to work with Jordan.|This email is appropriate for the situation.|Jordan has a positive attitude.|I would feel comfortable approaching Jordan with problems or challenges.|I would like to work on a project led by Jordan.|Jordan is friendly.|This email is acceptable to send externally (for example, to a client).|Jordan has leadership qualities.|Jordan is knowledgeable about their work.",,,,,,,,,,,,,,,,,,80580,ControlEmail
2019-07-17 05:06:36,2019-07-17 05:10:05,IP Address,164.113.202.65,100,208,True,2019-07-17 05:10:05,R_4VqvFX4O5lOPiZH,,,,,37.3950958251953125,-94.71050262451171875,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,31 - 40,Bachelor's Degree,Employed - Full Time,Midwestern United States,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly Disagree,"I would like to work with Jordan.|Jordan is hardworking.|Jordan is sincere.|Jordan has a positive attitude.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would like to work on a project led by Jordan.|Jordan is friendly.|Jordan has leadership qualities.|This email is appropriate for the situation.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send externally (for example, to a client).|Jordan is highly motivated and committed to their work.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is knowledgeable about their work.",,,,,,,,,,,,,,,,,,62940,ControlEmail
2019-07-17 05:08:29,2019-07-17 05:10:09,IP Address,99.172.4.138,100,99,True,2019-07-17 05:10:09,R_3I3Qs9n7XBJIRio,,,,,37.4868011474609375,-83.29129791259765625,anonymous,EN,I agree and want to continue the survey,They/theirs,Heterosexual,White,31 - 40,Some high school,Unemployed,Southeastern United States,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly Disagree,"This email is acceptable to send externally (for example, to a client).|Jordan is friendly.|I would like to work on a project led by Jordan.|Jordan has leadership qualities.|This email is appropriate for the situation.|Jordan is sincere.|This email is acceptable to send to Jordan's peers at the same organizational level.|I would like to work with Jordan.|Jordan is highly motivated and committed to their work.|Jordan is knowledgeable about their work.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is hardworking.|Jordan has a positive attitude.",,,,,,,,,,,,,,,,,,77068,ControlEmail
2019-07-17 05:08:39,2019-07-17 05:10:09,IP Address,97.90.214.200,100,90,True,2019-07-17 05:10:09,R_2zMI4WwwcsGbTVM,,,,,35.6819000244140625,-82.01799774169921875,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,31 - 40,Bachelor's Degree,Employed - Full Time,Southeastern United States,,,,,,,,,,,,,,,,,,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly Disagree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly Disagree,"This email is acceptable to send externally (for example, to a client).|Jordan has a positive attitude.|This email is appropriate for the situation.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is friendly.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is highly motivated and committed to their work.|Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would like to work on a project led by Jordan.|I would like to work with Jordan.|Jordan is knowledgeable about their work.|Jordan is sincere.|Jordan has leadership qualities.",17465,TreatmentEmail
2019-07-17 05:08:22,2019-07-17 05:10:09,IP Address,24.115.101.70,100,106,True,2019-07-17 05:10:10,R_25NGAUdShlg0cKW,,,,,41.8123016357421875,-77.07160186767578125,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,22 - 30,Master's Degree,Employed - Full Time,Northeastern United States,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,"Jordan has a positive attitude.|Jordan is hardworking.|I would feel comfortable approaching Jordan with problems or challenges.|This email is acceptable to send to Jordan's peers at the same organizational level.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is friendly.|This email is appropriate for the situation.|Jordan is knowledgeable about their work.|This email is acceptable to send externally (for example, to a client).|Jordan is highly motivated and committed to their work.|Jordan is sincere.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|I would like to work on a project led by Jordan.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan has leadership qualities.|I would like to work with Jordan.",,,,,,,,,,,,,,,,,,20380,ControlEmail
2019-07-17 05:06:54,2019-07-17 05:10:16,IP Address,73.60.112.99,100,202,True,2019-07-17 05:10:17,R_2Bfk21jD6jeAFGM,,,,,42.518096923828125,-70.8990020751953125,anonymous,EN,I agree and want to continue the survey,He/his,Heterosexual,White,51-60,Some undergraduate college or post-secondary school,Unemployed,Northeastern United States,,,,,,,,,,,,,,,,,,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Strongly Disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,"This email is appropriate for the situation.|Jordan is hardworking.|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan is knowledgeable about their work.|Jordan is friendly.|I would like to work with Jordan.|This email is acceptable to send to Jordan's peers at the same organizational level.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|Jordan has leadership qualities.|I would like to work on a project led by Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan has a positive attitude.|Jordan is sincere.|Jordan is highly motivated and committed to their work.",65720,TreatmentEmail
2019-07-17 05:07:19,2019-07-17 05:10:28,IP Address,24.147.233.247,100,189,True,2019-07-17 05:10:29,R_3HpP5APrbGuT8aM,,,,,42.55810546875,-71.17230224609375,anonymous,EN,I agree and want to continue the survey,She/hers,Heterosexual,White,22 - 30,Some undergraduate college or post-secondary school,Employed - Part Time,Northeastern United States,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly Disagree,"Jordan is sincere.|This email is acceptable to send externally (for example, to a client).|This email is acceptable to send to individuals higher in the organizational hierarchy than Jordan.|Jordan is highly motivated and committed to their work.|Jordan is friendly.|I would like to work on a project led by Jordan.|Jordan has leadership qualities.|This is unrelated to the email. Select ""Strongly Disagree"" for this statement.|I would like to work with Jordan.|I would feel comfortable approaching Jordan with problems or challenges.|Jordan is hardworking.|This email is acceptable to send to Jordan's peers at the same organizational level.|Jordan is knowledgeable about their work.|This email is appropriate for the situation.|This email is acceptable to send to individuals lower in the organizational hierarchy than Jordan.|Jordan has a positive attitude.",14959,TreatmentEmail
